school_id,school_name,street_address,city,state,zip_code,phone,county,total_students_listing,grades_listing,detail_href,source_url
063825006451,summerville elementary,18451 Carter St.,Tuolumne,CA,95379,(209)928-4291,Tuolumne County,457,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=063825006451,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=063825006451
063828006452,summerville high,17555 Tuolumne Rd.,Tuolumne,CA,95379,(209)928-4228,Tuolumne County,508,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=063828006452,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=063828006452
062958009609,summerwind elementary,39360 Summerwind Dr.,Palmdale,CA,93551,(661)947-3863,Los Angeles County,569,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=062958009609,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=062958009609
060429014572,summerwind trails,350 W Brookside Ave.,Beaumont,CA,92320,(951)845-1631,Riverside County,"1,107",KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060429014572,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060429014572
062827014449,summit,PO Box 878,Ojai,CA,93024,(805)640-4300,Ventura County,183,KG-12,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=062827014449,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=062827014449
060002814681,summit academy,35780 Abelia St.,Winchester Ca,CA,92592,(951)294-6121,Riverside County,767,KG-7,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060002814681,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060002814681
060657011526,summit charter academy,264 N. Westwood,Porterville,CA,93257,(559)782-5902,Tulare County,"2,423",KG-12,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060657011526,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060657011526
060243014022,summit elementary,10368 Campbell Ave.,Riverside,CA,92505,(951)509-6120,Riverside County,0,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060243014022,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060243014022
061392011099,summit high,15551 Summit Ave.,Fontana,CA,92336,(909)357-5950,San Bernardino County,"2,725",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=061392011099,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=061392011099
061111012080,summit high (continuation),43-330 Palm Royale Dr.,La Quinta,CA,92253,(760)238-9760,Riverside County,195,10-12,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=061111012080,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=061111012080
061296001472,summit intermediate,5959 East Ave.,Etiwanda,CA,91739,(909)899-1704,San Bernardino County,"1,065",6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=061296001472,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=061296001472
060160711118,summit leadership academy-high desert,12850 Muscatel St.,Hesperia,CA,92345,(760)949-9202,San Bernardino County,253,7-12,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060160711118,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060160711118
060228711981,summit preparatory charter high,890 Broadway,Redwood City,CA,94063,(650)556-1110,San Mateo County,293,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060228711981,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060228711981
060191213776,summit public school k2,1800 Elm St.,El Cerrito,CA,94530,(510)374-4093,Contra Costa County,554,7-12,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060191213776,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060191213776
060164813354,summit public school: shasta,905 Campus Dr.,Daly City,CA,94015,(415)799-4719,San Mateo County,458,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060164813354,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=594&ID=060164813354
060222212625,summit public school: tahoma,285 Blossom Hill Rd.,San Jose,CA,95123,(408)729-1981,Santa Clara County,383,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=060222212625,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=060222212625
060202613986,summit public school: tamalpais,3020 Hilltop Mall Rd.,Richmond,CA,94806,(510)374-4185,Contra Costa County,629,7-12,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=060202613986,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=060202613986
060243014032,summit secondary,10368 Campbell Ave.,Riverside,CA,92505,(951)509-5159,Riverside County,0,6-12,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=060243014032,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=060243014032
063315008183,summit view independent study,6401 Lincoln Ave.,Riverside,CA,92506,(951)276-7670,Riverside County,62,KG-12,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=063315008183,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=063315008183
060876000894,sumner elementary,1770 Sumner Ave.,Claremont,CA,91711,(909)398-0320,Los Angeles County,444,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=060876000894,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=060876000894
061949008869,sun empire elementary,2649 North Modoc Ave.,Kerman,CA,93630,(559)843-9200,Fresno County,490,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=061949008869,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=061949008869
062637003975,sun terrace elementary,2448 Floyd Ln.,Concord,CA,94520,(925)682-4861,Contra Costa County,418,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=062637003975,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=062637003975
063509005940,sun valley elementary,75 Happy Ln.,San Rafael,CA,94901,(415)485-2440,Marin County,523,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=063509005940,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=063509005940
062271003378,sun valley magnet,7330 Bakman Ave.,Sun Valley,CA,91352,(818)255-5100,Los Angeles County,"1,272",6-12,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=062271003378,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=062271003378
060175714337,suncoast preparatory academy,3857 Birch St. #297,Newport Beach,CA,92660,(949)994-6724,Orange County,"1,459",KG-12,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=060175714337,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=060175714337
063834006453,sundale elementary,13990 Avenue 240,Tulare,CA,93274,(559)688-7320,Tulare County,840,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=063834006453,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=063834006453
063153004895,sundance elementary,8944 Twin Trails Dr.,San Diego,CA,92129,(858)484-2950,San Diego County,428,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=063153004895,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=063153004895
060429011219,sundance elementary,PO Box 187,Beaumont,CA,92223,(951)845-2621,Riverside County,735,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=060429011219,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=060429011219
064212003262,sundown elementary,6151 West Ave. J-8,Lancaster,CA,93536,(661)722-3026,Los Angeles County,941,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=064212003262,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=064212003262
061203005787,sunflower elementary,2450 Main St.,El Centro,CA,92243,(760)337-4890,Imperial County,427,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=061203005787,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=595&ID=061203005787
060411000376,sunkist elementary,904 North Willow Ave.,La Puente,CA,91746,(626)931-7700,Los Angeles County,304,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=060411000376,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=060411000376
061785002206,sunkist elementary,1400 Teakwood St.,Port Hueneme,CA,93041,(805)986-8722,Ventura County,523,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=061785002206,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=061785002206
060261000168,sunkist elementary,500 Sunkist St.,Anaheim,CA,92806,(714)517-8962,Orange County,665,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=060261000168,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=060261000168
062271003379,sunland elementary,8350 Hillrose St.,Sunland,CA,91040,(818)353-1631,Los Angeles County,282,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062271003379,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062271003379
062271003380,sunny brae avenue elementary,20620 Arminta St.,Winnetka,CA,91306,(818)341-0931,Los Angeles County,448,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062271003380,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062271003380
060300000236,sunny brae middle,1430 Buttermilk Ln.,Arcata,CA,95521,(707)822-5988,Humboldt County,232,6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=060300000236,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=060300000236
061476001815,sunny hills high,1801 Lancer Way,Fullerton,CA,92833,(714)626-4201,Orange County,"2,337",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=061476001815,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=061476001815
062955009603,sunny sands elementary,69-310 McCallum Way,Cathedral City,CA,92234,(760)770-8635,Riverside County,692,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062955009603,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062955009603
063492005917,sunnybrae elementary,1031 South Delaware St.,San Mateo,CA,94402,(650)312-7599,San Mateo County,346,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=063492005917,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=063492005917
062088002514,sunnydale elementary,1233 West Avenue J-8,Lancaster,CA,93534,(661)948-2636,Los Angeles County,469,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062088002514,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062088002514
062580003870,sunnymead elementary,24050 Dracaea Ave.,Moreno Valley,CA,92553,(951)571-4680,Riverside County,642,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062580003870,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062580003870
062580009585,sunnymead middle,23996 Eucalyptus Ave.,Moreno Valley,CA,92553,(951)571-4280,Riverside County,"1,185",6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062580009585,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062580009585
062580008167,sunnymeadows elementary,23200 Eucalyptus Ave.,Moreno Valley,CA,92553,(951)571-4690,Riverside County,583,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062580008167,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=062580008167
060861000878,sunnyside elementary,5430 San Miguel Rd.,Bonita,CA,91902,(619)479-0571,San Diego County,434,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=060861000878,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=060861000878
063441005672,sunnyside elementary,250 Foerster St.,San Francisco,CA,94112,(415)469-4746,San Francisco County,366,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=063441005672,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=596&ID=063441005672
060861000878,sunnyside elementary,5430 San Miguel Rd.,Bonita,CA,91902,(619)479-0571,San Diego County,434,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=060861000878,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=060861000878
063441005672,sunnyside elementary,250 Foerster St.,San Francisco,CA,94112,(415)469-4746,San Francisco County,366,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=063441005672,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=063441005672
061455007963,sunnyside high,1019 South Peach Ave.,Fresno,CA,93727,(559)253-6700,Fresno County,"2,858",9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=061455007963,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=061455007963
061734002182,sunnyslope elementary,1475 Memorial Dr.,Hollister,CA,95023,(831)636-4420,San Benito County,602,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=061734002182,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=061734002182
063738006325,sunnyslope elementary,2500 Elm Ave.,San Diego,CA,92154,(619)628-8800,San Diego County,324,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=063738006325,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=063738006325
061926009381,sunnyslope elementary,7050 38th St.,Jurupa Valley,CA,92509,(951)360-2781,Riverside County,819,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=061926009381,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=061926009381
063846006465,sunnyvale middle,1080 Mango Ave.,Sunnyvale,CA,94087,(408)522-8288,Santa Clara County,"1,053",6-8,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=063846006465,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=063846006465
060002109291,sunol glen elementary,11601 Main St.,Sunol,CA,94586,(925)862-2026,Alameda County,240,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=060002109291,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=060002109291
064023010687,sunridge charter,7285 Hayden Ave.,Sebastopol,CA,95472,(707)824-2844,Sonoma County,256,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=064023010687,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=064023010687
062637003966,sunrise (special education),1861 Silverwood Dr.,Concord,CA,94519,(925)687-0202,Contra Costa County,18,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=062637003966,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=062637003966
063227007337,sunrise continuation high,209 North Park Ave.,Avenal,CA,93204,(559)386-4162,Kings County,14,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=063227007337,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=063227007337
062271008158,sunrise elementary,2821 East Seventh St.,Los Angeles,CA,90023,(323)263-6744,Los Angeles County,385,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=062271008158,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=062271008158
061233012101,sunrise elementary,11821 Cobble Brook Dr.,Rancho Cordova,CA,95742,(916)985-4350,Sacramento County,"1,235",KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=061233012101,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=061233012101
062610002661,sunrise high (continuation),PO Box 571,Pine Valley,CA,91962,(619)473-8693,San Diego County,13,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=062610002661,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=062610002661
060216612865,sunrise middle,1149 East Julian St.,San Jose,CA,95116,(408)659-4785,Santa Clara County,301,5-8,school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=060216612865,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=597&ID=060216612865
062970013461,sunrise pre-school,3801 Via La Selva,Palos Verdes Estates,CA,90274,(310)791-5078,Los Angeles County,†,–,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=062970013461,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=062970013461
064113006783,sunset,8301 Sunset Blvd.,Bakersfield,CA,93307,(661)845-1320,Kern County,302,5-8,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=064113006783,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=064113006783
061455001769,sunset elementary,1755 South Crystal Ave.,Fresno,CA,93706,(559)457-3310,Fresno County,413,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=061455001769,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=061455001769
064098008669,sunset elementary,400 Sunset Ave.,Oak View,CA,93022,(805)649-6600,Ventura County,357,KG-8,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=064098008669,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=064098008669
062211002635,sunset elementary,1671 Frankfurt Way,Livermore,CA,94550,(925)606-5230,Alameda County,759,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=062211002635,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=062211002635
063441006556,sunset elementary,1920 41st Ave.,San Francisco,CA,94116,(415)759-2760,San Francisco County,402,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=063441006556,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=063441006556
060912000931,sunset elementary,985 Sunset Ave.,Coalinga,CA,93210,(559)935-7590,Fresno County,442,4-5,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=060912000931,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=060912000931
063522005966,sunset elementary,3825 Sunset Ln.,San Ysidro,CA,92173,(619)428-1148,San Diego County,520,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=063522005966,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=063522005966
061077001200,sunset high,2500 Elk Valley Cross Rd.,Crescent City,CA,95531,(707)464-0380,Del Norte County,82,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=061077001200,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=061077001200
063438005578,sunset high (continuation),710 Encinitas Blvd.,Encinitas,CA,92024,(760)753-3860,San Diego County,87,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=063438005578,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=063438005578
063153004896,sunset hills elementary,9291 Oviedo St.,San Diego,CA,92129,(858)484-1600,San Diego County,381,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=063153004896,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=063153004896
061473001805,sunset lane elementary,2030 Sunset Ln.,Fullerton,CA,92833,(714)447-7750,Orange County,700,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=061473001805,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=061473001805
060001312558,sunset ranch elementary,2500 Bridlewood Dr.,Rocklin,CA,95765,(916)624-2048,Placer County,554,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=060001312558,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=060001312558
062046002471,sunset ridge elementary,340 Inverness Dr.,Pacifica,CA,94044,(650)738-6687,San Mateo County,348,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=062046002471,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=062046002471
063432005557,sunset view elementary,4365 Hill St.,San Diego,CA,92107,(619)223-7156,San Diego County,408,KG-4,school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=063432005557,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=598&ID=063432005557
063753006355,sunshine gardens elementary,1200 Miller Ave.,South San Francisco,CA,94080,(650)877-8784,San Mateo County,329,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=063753006355,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=063753006355
063315005159,sunshine special education,9390 California Ave.,Riverside,CA,92503,(951)352-8488,Riverside County,74,12,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=063315005159,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=063315005159
062271003381,superior street elementary,9756 Oso Ave.,Chatsworth,CA,91311,(818)349-1410,Los Angeles County,470,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=062271003381,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=062271003381
062825014502,surfside academy,1125 South Ditmar St.,Oceanside,CA,92054,(760)901-8600,San Diego County,234,KG-12,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=062825014502,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=062825014502
062825004367,surfside high (continuation),1125 South Ditmar St.,Oceanside,CA,92054,(760)901-8600,San Diego County,119,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=062825004367,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=062825004367
063852006469,surprise valley elementary,PO Box 100,Cedarville,CA,96104,(530)279-6141,Modoc County,51,KG-7,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=063852006469,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=063852006469
063852006470,surprise valley high,PO Box 100,Cedarville,CA,96104,(530)279-6141,Modoc County,38,8-12,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=063852006470,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=063852006470
060985004978,susan b. anthony elementary,2665 Gilbert Ave.,Corona,CA,92881,(951)739-5655,Riverside County,822,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=060985004978,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=060985004978
061455003007,susan b. anthony elementary,1542 East Webster St.,Fresno,CA,93728,(559)457-2520,Fresno County,368,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=061455003007,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=061455003007
063384005282,susan b. anthony elementary,7864 Detroit Blvd.,Sacramento,CA,95832,(916)395-4710,Sacramento County,329,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=063384005282,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=063384005282
061887007778,susan b. anthony elementary,575 Abbot Ave.,Daly City,CA,94014,(650)997-7880,San Mateo County,407,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=061887007778,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=061887007778
061488001824,susan b. anthony elementary,15320 Pickford St.,Westminster,CA,92683,(714)663-6104,Orange County,332,KG-6,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=061488001824,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=061488001824
060002810589,susan h. nelson,32225 Pio Pico Rd.,Temecula,CA,92592,(951)695-7360,Riverside County,306,6-12,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=060002810589,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=060002810589
060002811042,susan la vorgna elementary,31777 Algarve Ave.,Winchester,CA,92596,(951)294-6385,Riverside County,649,KG-5,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=060002811042,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=060002811042
062271002965,susan miller dorsey senior high,3537 Farmdale Ave.,Los Angeles,CA,90016,(323)298-8400,Los Angeles County,853,9-12,school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=062271002965,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=599&ID=062271002965
069101514303,susanville state preschool,472-013 Johnstonville Rd. North,Susanville,CA,96130,(530)257-9781,Lassen County,†,–,school_detail.asp?Search=1&State=06&SchoolPageNum=600&ID=069101514303,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?Search=1&State=06&SchoolPageNum=600&ID=069101514303
